temperature,humidity,irrigation,soiltype,Season,label
26.52872817,80.12267476,3,2,2,rice
26.46428311,83.85642678,3,2,2,rice
22.69657794,82.81088865,3,2,2,rice
22.68319059,83.46358271,3,2,2,rice
21.53346343,82.14004101,3,2,2,rice
21.40865769,83.3293191,3,2,2,rice
26.54348085,84.67353597,3,2,2,rice
23.35905428,83.59512273,3,2,2,rice
22.61359953,63.69070564,2,3,2,maize
26.10018422,71.57476937,2,3,2,maize
23.55882094,71.59351368,2,3,2,maize
19.97215954,57.68272924,2,3,2,maize
18.47891261,62.69503871,2,3,2,maize
21.77689322,57.80840636,2,3,2,maize
25.6217169,66.50415474,2,3,2,maize
25.19192419,66.6902901,2,3,2,maize
20.41683147,62.5542482,2,3,2,maize
24.92162194,66.78627406,2,3,2,maize
23.31689124,73.4541537,2,3,2,maize
24.84016732,68.3584573,2,3,2,maize
22.27526694,58.84015925,2,3,2,maize
18.87751445,65.76816093,2,3,2,maize
25.19008683,60.2001687,2,3,2,maize
18.25405352,55.28220433,2,3,2,maize
24.6129118,70.4162444,2,3,2,maize
25.1420613,65.26185135,2,3,2,maize
23.09348056,60.1159381,2,3,2,maize
18.05033737,62.89366992,2,3,2,maize
24.9321581,73.80435276,2,3,2,maize
18.14710054,71.09445342,2,3,2,maize
18.28362235,66.65952796,2,3,2,maize
18.83344471,58.75082029,2,3,2,maize
25.71895816,67.22190688,2,3,2,maize
25.33797709,68.49835977,2,3,2,maize
23.89114571,57.48775781,2,3,2,maize
21.53574127,71.50905983,2,3,2,maize
23.08974909,63.10459626,2,3,2,maize
25.61707368,63.4711755,2,3,2,maize
21.44526922,63.1621551,2,3,2,maize
18.51816776,55.53128131,2,3,2,maize
22.53510514,67.99257471,2,3,2,maize
23.02038334,61.89472002,2,3,2,maize
24.89364635,65.61418761,2,3,2,maize
25.77175115,74.089114,2,3,2,maize
19.39851734,62.35750641,2,3,2,maize
21.54156232,59.64024162,2,3,2,maize
23.79746068,74.82913698,2,3,2,maize
18.9802729,74.52600826,2,3,2,maize
24.10859207,73.13112261,2,3,2,maize
24.7947077,70.04556743,2,3,2,maize
21.63162756,60.27766379,2,3,2,maize
25.37548751,57.21025565,2,3,2,maize
22.21738222,72.85462807,2,3,2,maize
20.58314011,69.00128641,2,3,2,maize
24.87502824,68.74248334,2,3,2,maize
20.03728219,56.35606753,2,3,2,maize
25.95263264,61.89082199,2,3,2,maize
19.28889933,65.47050802,2,3,2,maize
20.57981887,65.34583901,2,3,2,maize
24.71417533,56.73426469,2,3,2,maize
20.27317074,63.91281869,2,3,2,maize
18.41932981,64.23580251,2,3,2,maize
23.39128187,61.74427165,2,3,2,maize
19.84939404,61.24500053,2,3,2,maize
21.869274,61.91044947,2,3,2,maize
22.8056033,56.50768935,2,3,2,maize
19.0781471,69.02298571,2,3,2,maize
22.02720976,65.35549924,2,3,2,maize
23.80546189,59.24537979,2,3,2,maize
18.52510753,69.0276233,2,3,2,maize
23.50297882,61.32026065,2,3,2,maize
26.54986394,72.89187265,2,3,2,maize
19.29563411,69.63481219,2,3,2,maize
20.68899915,59.4375337,2,3,2,maize
19.32666088,68.034493,2,3,2,maize
24.60532218,73.58868502,2,3,2,maize
22.27373646,59.52193158,2,3,2,maize
25.70196694,61.33450447,2,3,2,maize
19.20129357,68.30578978,2,3,2,maize
21.70181447,60.47470519,2,3,2,maize
20.51716779,59.21235483,2,3,2,maize
23.30355338,73.62548442,2,3,2,maize
24.2547451,55.64709899,2,3,2,maize
24.86374934,65.7420046,2,3,2,maize
22.6265115,65.77472881,2,3,2,maize
18.04185513,60.61494304,2,3,2,maize
23.26237612,72.33125523,2,3,2,maize
22.88330922,71.59722446,2,3,2,maize
25.97482359,69.36385721,2,3,2,maize
26.14384005,66.20569924,2,3,2,maize
18.66116213,61.55327249,2,3,2,maize
25.10787449,55.97732754,2,3,2,maize
23.33844615,59.24580604,2,3,2,maize
25.08239719,65.92195844,2,3,2,maize
25.36768364,72.52054555,2,3,2,maize
25.34217103,63.31801994,2,3,2,maize
25.00933355,67.816568,2,3,2,maize
18.66746724,71.516474,2,3,2,maize
20.37999665,63.73849998,2,3,2,maize
18.09300227,72.61024172,2,3,2,maize
26.16985907,71.96246617,2,3,2,maize
18.65396672,61.37879671,2,3,2,maize
26.07470121,59.37147589,2,3,2,maize
18.92851916,72.80086137,2,3,2,maize
23.30546753,63.24648023,2,3,2,maize
18.74826712,62.49878458,2,3,2,maize
19.74213321,59.66263104,2,3,2,maize
25.73044432,70.74739256,2,3,2,maize
17.02498456,16.98861173,1,2,1,chickpea
19.02061277,17.13159126,1,2,1,chickpea
17.88776475,15.40589717,1,2,1,chickpea
18.86805647,15.65809214,1,2,1,chickpea
18.36952567,19.56381041,1,2,1,chickpea
20.45078582,15.40312102,1,2,1,chickpea
20.6543203,16.60820843,1,2,1,chickpea
17.3348681,18.74926979,1,2,1,chickpea
18.17912258,18.90426935,1,2,1,chickpea
18.01272266,18.30968112,1,2,1,chickpea
20.99373558,19.33470387,1,2,1,chickpea
19.46233971,15.22538951,1,2,1,chickpea
19.81344531,14.69765308,1,2,1,chickpea
18.97424756,19.5161216,1,2,1,chickpea
18.19737048,14.71070537,1,2,1,chickpea
18.72963144,19.18197264,1,2,1,chickpea
20.99502153,19.8601304,1,2,1,chickpea
20.28155898,16.39535215,1,2,1,chickpea
17.48042641,15.7559405,1,2,1,chickpea
20.88818675,14.32313811,1,2,1,chickpea
17.08498521,16.14565756,1,2,1,chickpea
20.09340593,15.11279612,1,2,1,chickpea
17.57212145,14.99927489,1,2,1,chickpea
19.12065218,18.43475844,1,2,1,chickpea
18.57665902,19.22008229,1,2,1,chickpea
17.16606398,14.42457525,1,2,1,chickpea
18.2872007,16.67921616,1,2,1,chickpea
19.03025305,18.66725565,1,2,1,chickpea
17.1418614,17.0662427,1,2,1,chickpea
17.47809436,17.93253975,1,2,1,chickpea
20.56601874,14.25803981,1,2,1,chickpea
17.22385224,15.82069268,1,2,1,chickpea
19.69141713,19.44225438,1,2,1,chickpea
17.84851658,19.09172907,1,2,1,chickpea
18.8202251,16.1074793,1,2,1,chickpea
17.47500984,16.54314829,1,2,1,chickpea
18.72649425,17.58406365,1,2,1,chickpea
18.65580107,16.17772668,1,2,1,chickpea
18.2356751,19.68538502,1,2,1,chickpea
18.81198127,15.21618225,1,2,1,chickpea
18.65054116,17.80852431,1,2,1,chickpea
20.36720401,16.89574311,1,2,1,chickpea
18.38120357,16.63805158,1,2,1,chickpea
17.17012591,17.30457712,1,2,1,chickpea
19.37101121,15.77458129,1,2,1,chickpea
17.92845928,14.27327988,1,2,1,chickpea
19.45339934,18.23490739,1,2,1,chickpea
19.12829388,14.92241479,1,2,1,chickpea
19.1034283,17.26184541,1,2,1,chickpea
17.48504075,16.96070581,1,2,1,chickpea
19.40751744,18.98030507,1,2,1,chickpea
20.18649426,19.63719995,1,2,1,chickpea
17.30287885,15.15405941,1,2,1,chickpea
17.50361137,15.48083156,1,2,1,chickpea
18.17234999,14.70085967,1,2,1,chickpea
17.57445618,16.71826572,1,2,1,chickpea
20.93175255,18.91295403,1,2,1,chickpea
19.71098332,17.63879418,1,2,1,chickpea
19.07937684,17.86754927,1,2,1,chickpea
18.54988627,16.02542689,1,2,1,chickpea
18.19903647,17.41333199,1,2,1,chickpea
18.88852533,14.99451145,1,2,1,chickpea
18.49311205,14.72115044,1,2,1,chickpea
19.48974337,17.17260319,1,2,1,chickpea
17.25769499,18.74943955,1,2,1,chickpea
19.62416326,18.71483156,1,2,1,chickpea
20.67526473,19.85388984,1,2,1,chickpea
20.02381489,16.63294455,1,2,1,chickpea
20.1187446,14.44228303,1,2,1,chickpea
20.65691793,15.84572566,1,2,1,chickpea
19.2582557,14.2804191,1,2,1,chickpea
17.927806,15.85622899,1,2,1,chickpea
19.16288268,15.83500655,1,2,1,chickpea
20.26942271,19.96978871,1,2,1,chickpea
17.09104223,18.25142068,1,2,1,chickpea
17.06579293,17.54024066,1,2,1,chickpea
20.62767492,14.44008871,1,2,1,chickpea
20.8248451,17.85057083,1,2,1,chickpea
19.46210401,18.72831993,1,2,1,chickpea
17.18248372,16.42891834,1,2,1,chickpea
17.48911699,16.39055394,1,2,1,chickpea
17.48395377,14.76014523,1,2,1,chickpea
19.48316794,17.44534641,1,2,1,chickpea
19.71359733,18.09665739,1,2,1,chickpea
19.48649305,16.06240074,1,2,1,chickpea
19.95264829,14.82633099,1,2,1,chickpea
19.41789736,16.80472243,1,2,1,chickpea
19.45591848,18.02235902,1,2,1,chickpea
20.19137759,16.41998269,1,2,1,chickpea
18.8392908,14.74071856,1,2,1,chickpea
20.71219282,19.83643308,1,2,1,chickpea
18.99424448,15.9362937,1,2,1,chickpea
19.96837462,15.57324389,1,2,1,chickpea
17.81564548,17.60756635,1,2,1,chickpea
20.71424384,15.27824066,1,2,1,chickpea
17.34150229,18.75626255,1,2,1,chickpea
17.43732714,14.33847406,1,2,1,chickpea
18.89780215,19.76182946,1,2,1,chickpea
18.59190771,14.77959596,1,2,1,chickpea
18.31561493,15.36143547,1,2,1,chickpea
17.13692774,20.59541693,2,3,1,kidneybeans
19.63474332,18.90705639,2,3,1,kidneybeans
22.91350245,21.33953114,2,3,1,kidneybeans
16.43340342,24.24045875,2,3,1,kidneybeans
22.13974653,23.02251117,2,3,1,kidneybeans
17.84806561,18.77621951,2,3,1,kidneybeans
19.88394011,20.31564139,2,3,1,kidneybeans
19.32509638,23.3334788,2,3,1,kidneybeans
18.4167001,23.42829938,2,3,1,kidneybeans
21.81167649,23.20591245,2,3,1,kidneybeans
19.72702528,18.28173015,2,3,1,kidneybeans
17.15432954,19.87070659,2,3,1,kidneybeans
19.62207826,18.67170854,2,3,1,kidneybeans
21.63149148,21.17919701,2,3,1,kidneybeans
16.06522754,18.72479695,2,3,1,kidneybeans
20.61162204,24.36314135,2,3,1,kidneybeans
21.42451099,20.39659714,2,3,1,kidneybeans
19.07096165,21.21092266,2,3,1,kidneybeans
21.18853178,19.63438599,2,3,1,kidneybeans
23.0429097,22.42610972,2,3,1,kidneybeans
20.65375833,23.10538637,2,3,1,kidneybeans
18.09551014,18.29318436,2,3,1,kidneybeans
18.23775702,21.07643273,2,3,1,kidneybeans
17.48189735,18.8251973,2,3,1,kidneybeans
19.9191786,21.47324158,2,3,1,kidneybeans
20.27514686,23.2353604,2,3,1,kidneybeans
15.77370214,19.2303162,2,3,1,kidneybeans
16.71170642,19.17651433,2,3,1,kidneybeans
17.66148158,18.15302753,2,3,1,kidneybeans
18.50692825,23.61670065,2,3,1,kidneybeans
24.51324787,20.81527638,2,3,1,kidneybeans
18.87614998,24.54038287,2,3,1,kidneybeans
21.59343016,20.31871249,2,3,1,kidneybeans
20.12373284,24.45202552,2,3,1,kidneybeans
15.43546065,18.37477907,2,3,1,kidneybeans
22.64236876,21.59396123,2,3,1,kidneybeans
21.98560799,24.87304788,2,3,1,kidneybeans
20.53052663,18.09224048,2,3,1,kidneybeans
15.78601387,21.14544088,2,3,1,kidneybeans
19.6365349,19.68751084,2,3,1,kidneybeans
20.57341244,19.7520218,2,3,1,kidneybeans
20.16080524,24.84207559,2,3,1,kidneybeans
21.53989176,24.25386207,2,3,1,kidneybeans
15.53834801,23.75560241,2,3,1,kidneybeans
19.91853092,20.70099804,2,3,1,kidneybeans
20.76952209,18.93146941,2,3,1,kidneybeans
23.46168338,23.22197648,2,3,1,kidneybeans
24.32116642,21.0278674,2,3,1,kidneybeans
20.12574053,24.96969858,2,3,1,kidneybeans
21.80619564,18.57086554,2,3,1,kidneybeans
19.52226241,24.92607153,2,3,1,kidneybeans
17.00067625,19.90790546,2,3,1,kidneybeans
16.78791503,24.96881755,2,3,1,kidneybeans
24.84906168,22.89464642,2,3,1,kidneybeans
16.51783455,20.4555596,2,3,1,kidneybeans
18.15300153,19.38602098,2,3,1,kidneybeans
23.18864385,22.3104551,2,3,1,kidneybeans
23.38002569,21.98879437,2,3,1,kidneybeans
18.358923,19.37703396,2,3,1,kidneybeans
19.25975367,20.51346956,2,3,1,kidneybeans
22.95458237,24.03553105,2,3,1,kidneybeans
20.120043,22.89845607,2,3,1,kidneybeans
21.14011423,22.7182355,2,3,1,kidneybeans
24.92360104,18.22590825,2,3,1,kidneybeans
15.33042636,24.91506728,2,3,1,kidneybeans
18.81097271,21.27833035,2,3,1,kidneybeans
23.44260668,22.77255917,2,3,1,kidneybeans
22.8352024,18.97267518,2,3,1,kidneybeans
24.9035819,22.27512704,2,3,1,kidneybeans
23.78709569,24.35679348,2,3,1,kidneybeans
22.05592283,19.60379304,2,3,1,kidneybeans
18.87492997,20.18238348,2,3,1,kidneybeans
18.62328774,23.02410338,2,3,1,kidneybeans
23.00884744,18.86880997,2,3,1,kidneybeans
19.33162606,24.13995025,2,3,1,kidneybeans
16.24469193,21.35793891,2,3,1,kidneybeans
17.91652287,24.90814655,2,3,1,kidneybeans
15.46789263,21.43780702,2,3,1,kidneybeans
17.06104474,23.77201471,2,3,1,kidneybeans
21.32776028,18.48522915,2,3,1,kidneybeans
23.90910104,20.74619325,2,3,1,kidneybeans
23.89756791,22.74378977,2,3,1,kidneybeans
22.98666928,20.57940608,2,3,1,kidneybeans
21.35135729,22.91244883,2,3,1,kidneybeans
24.1638445,19.27907819,2,3,1,kidneybeans
24.62835037,18.18325169,2,3,1,kidneybeans
21.02213209,24.93896255,2,3,1,kidneybeans
17.30844532,20.01730914,2,3,1,kidneybeans
23.82576704,24.75485098,2,3,1,kidneybeans
19.30607278,23.96362799,2,3,1,kidneybeans
16.03768615,22.33195853,2,3,1,kidneybeans
19.18572809,20.83398341,2,3,1,kidneybeans
19.92889503,21.79992115,2,3,1,kidneybeans
19.56376468,24.67385131,2,3,1,kidneybeans
18.31357543,24.32991649,2,3,1,kidneybeans
20.10993761,23.22323766,2,3,1,kidneybeans
23.60506572,21.90539577,2,3,1,kidneybeans
19.73136909,24.89487354,2,3,1,kidneybeans
20.93409877,21.1893007,2,3,1,kidneybeans
18.78226261,20.24768314,2,3,1,kidneybeans
36.51268371,57.92887167,1,6,2,pigeonpeas
36.89163721,62.73178224,1,6,2,pigeonpeas
29.23540524,59.38967583,1,6,2,pigeonpeas
27.33534897,43.35795962,1,6,2,pigeonpeas
21.0643684,55.46985938,1,6,2,pigeonpeas
30.33276599,42.35249879,1,6,2,pigeonpeas
31.80130272,45.03186173,1,6,2,pigeonpeas
33.18184225,38.23184742,1,6,2,pigeonpeas
29.38538562,63.47742011,1,6,2,pigeonpeas
30.27374995,67.38680755,1,6,2,pigeonpeas
35.45790488,68.75810535,1,6,2,pigeonpeas
33.80020039,40.03262418,1,6,2,pigeonpeas
28.69180475,49.47225353,1,6,2,pigeonpeas
31.24021696,56.67369054,1,6,2,pigeonpeas
28.98039357,57.23265151,1,6,2,pigeonpeas
27.32198928,34.13737127,1,6,2,pigeonpeas
21.47607807,38.80023714,1,6,2,pigeonpeas
18.31910448,34.69776639,1,6,2,pigeonpeas
36.97794384,37.73992903,1,6,2,pigeonpeas
24.80467592,40.1242747,1,6,2,pigeonpeas
19.3479443,55.96805489,1,6,2,pigeonpeas
28.88302142,50.12323801,1,6,2,pigeonpeas
19.54314136,47.19188279,1,6,2,pigeonpeas
24.7741949,50.54621094,1,6,2,pigeonpeas
18.33124824,38.40975482,1,6,2,pigeonpeas
19.14729038,45.3733757,1,6,2,pigeonpeas
28.23416057,49.4421345,1,6,2,pigeonpeas
30.11812084,34.13307843,1,6,2,pigeonpeas
33.4126864,35.42910045,1,6,2,pigeonpeas
24.18553163,46.68746847,1,6,2,pigeonpeas
26.88630675,41.69617915,1,6,2,pigeonpeas
31.33170829,57.97429171,1,6,2,pigeonpeas
33.30711818,67.07780816,1,6,2,pigeonpeas
23.45379018,46.48714759,1,6,2,pigeonpeas
34.53823889,39.04468913,1,6,2,pigeonpeas
19.50112224,34.51086611,1,6,2,pigeonpeas
28.76794904,37.57792132,1,6,2,pigeonpeas
30.97758716,32.24914235,1,6,2,pigeonpeas
18.39759147,36.82639309,1,6,2,pigeonpeas
35.09357419,30.98685456,1,6,2,pigeonpeas
34.93174223,30.40046769,1,6,2,pigeonpeas
29.50523036,35.72032498,1,6,2,pigeonpeas
34.51934775,47.52980027,1,6,2,pigeonpeas
28.43430726,52.10010827,1,6,2,pigeonpeas
18.41645629,34.80541039,1,6,2,pigeonpeas
31.07508973,47.19847683,1,6,2,pigeonpeas
20.89342749,46.24856523,1,6,2,pigeonpeas
30.90607799,52.79913039,1,6,2,pigeonpeas
27.9348279,66.45457122,1,6,2,pigeonpeas
35.95176642,36.52780776,1,6,2,pigeonpeas
19.54317155,56.92831399,1,6,2,pigeonpeas
19.63736208,32.31528909,1,6,2,pigeonpeas
31.2192752,56.46868874,1,6,2,pigeonpeas
33.50876355,45.70976142,1,6,2,pigeonpeas
24.80710166,45.01110015,1,6,2,pigeonpeas
36.20970524,31.94550613,1,6,2,pigeonpeas
30.50420876,35.48885969,1,6,2,pigeonpeas
26.01630259,49.94704718,1,6,2,pigeonpeas
31.48469278,35.6395615,1,6,2,pigeonpeas
33.15122581,32.45974539,1,6,2,pigeonpeas
23.50222822,51.29019509,1,6,2,pigeonpeas
34.87248659,38.83786012,1,6,2,pigeonpeas
28.09269012,44.93322042,1,6,2,pigeonpeas
24.54757829,57.3414485,1,6,2,pigeonpeas
33.64769646,48.41490082,1,6,2,pigeonpeas
20.5591255,60.54880693,1,6,2,pigeonpeas
19.95991719,59.33157782,1,6,2,pigeonpeas
28.87667593,62.4901206,1,6,2,pigeonpeas
36.04353699,43.61444121,1,6,2,pigeonpeas
23.6734328,47.2879691,1,6,2,pigeonpeas
25.74679443,40.7192594,1,6,2,pigeonpeas
31.08564994,66.68832981,1,6,2,pigeonpeas
18.72987676,61.33186249,1,6,2,pigeonpeas
29.50304807,63.46513414,1,6,2,pigeonpeas
20.43517772,39.37252634,1,6,2,pigeonpeas
36.00415838,56.01334416,1,6,2,pigeonpeas
31.46846241,35.39454002,1,6,2,pigeonpeas
36.30049702,56.03021253,1,6,2,pigeonpeas
29.49096726,67.10604388,1,6,2,pigeonpeas
30.5753044,34.75591197,1,6,2,pigeonpeas
24.69487673,59.96669215,1,6,2,pigeonpeas
23.17409556,36.67847052,1,6,2,pigeonpeas
19.04380471,33.10695144,1,6,2,pigeonpeas
29.32379604,45.93248374,1,6,2,pigeonpeas
34.6455408,54.32342534,1,6,2,pigeonpeas
21.9989826,56.31006755,1,6,2,pigeonpeas
22.99774444,60.24218572,1,6,2,pigeonpeas
30.55992394,35.29006485,1,6,2,pigeonpeas
31.46417866,48.17631461,1,6,2,pigeonpeas
25.95058595,40.58227261,1,6,2,pigeonpeas
21.01142393,69.69141302,1,6,2,pigeonpeas
19.25100056,47.70351758,1,6,2,pigeonpeas
19.24462755,50.54495302,1,6,2,pigeonpeas
22.47253208,62.56532471,1,6,2,pigeonpeas
36.75087487,58.25799145,1,6,2,pigeonpeas
29.89286629,66.35375127,1,6,2,pigeonpeas
29.37735586,44.82294584,1,6,2,pigeonpeas
29.65052947,42.89833235,1,6,2,pigeonpeas
19.54284889,66.34777265,1,6,2,pigeonpeas
20.04611791,48.93905624,1,6,2,pigeonpeas
27.91095209,64.70930606,1,4,2,mothbeans
27.32220619,51.27868781,1,4,2,mothbeans
28.66024187,59.3189118,1,4,2,mothbeans
29.02955344,61.09387478,1,4,2,mothbeans
27.78031515,54.65030015,1,4,2,mothbeans
31.99928579,54.1077461,1,4,2,mothbeans
27.33580911,55.27755933,1,4,2,mothbeans
28.92952635,53.57014709,1,4,2,mothbeans
27.65472156,58.59986279,1,4,2,mothbeans
28.52396666,55.77264351,1,4,2,mothbeans
31.02215872,45.89239456,1,4,2,mothbeans
25.74095321,45.38497051,1,4,2,mothbeans
31.70447482,56.85420099,1,4,2,mothbeans
24.47876451,58.51663927,1,4,2,mothbeans
31.46511256,51.79939437,1,4,2,mothbeans
25.60973447,50.7330069,1,4,2,mothbeans
30.30260453,47.18283631,1,4,2,mothbeans
28.17489437,43.6672299,1,4,2,mothbeans
25.50634557,44.8302551,1,4,2,mothbeans
31.12896766,43.58788762,1,4,2,mothbeans
26.34043268,55.59160391,1,4,2,mothbeans
28.23494706,61.5620517,1,4,2,mothbeans
27.04453473,49.32609633,1,4,2,mothbeans
25.16125354,55.25435777,1,4,2,mothbeans
27.3179125,51.66921088,1,4,2,mothbeans
25.4123765,49.66474269,1,4,2,mothbeans
31.21629982,46.01868196,1,4,2,mothbeans
30.573999,58.22686794,1,4,2,mothbeans
25.42517036,53.2208266,1,4,2,mothbeans
27.09400578,43.65305437,1,4,2,mothbeans
24.30935081,56.32938343,1,4,2,mothbeans
30.06142622,45.90067655,1,4,2,mothbeans
28.09568993,60.9835384,1,4,2,mothbeans
26.33908791,40.00933429,1,4,2,mothbeans
28.61409059,57.14218792,1,4,2,mothbeans
28.70012137,44.359648,1,4,2,mothbeans
24.21610338,59.79236306,1,4,2,mothbeans
28.50677929,45.20094476,1,4,2,mothbeans
25.97948991,64.95585424,1,4,2,mothbeans
30.88482722,41.36561835,1,4,2,mothbeans
25.5042419,61.66852372,1,4,2,mothbeans
25.12528913,51.33189406,1,4,2,mothbeans
27.10508014,63.56791363,1,4,2,mothbeans
31.1006247,44.82069159,1,4,2,mothbeans
26.45707778,56.40226277,1,4,2,mothbeans
30.04132304,63.56222995,1,4,2,mothbeans
27.77799528,54.82130787,1,4,2,mothbeans
30.99256944,43.02151392,1,4,2,mothbeans
26.4908332,47.36534833,1,4,2,mothbeans
31.96987867,57.17377029,1,4,2,mothbeans
25.36140526,46.82652785,1,4,2,mothbeans
25.54249137,56.96640758,1,4,2,mothbeans
28.99319096,62.85948245,1,4,2,mothbeans
29.34317422,60.50320928,1,4,2,mothbeans
28.63618921,61.39451307,1,4,2,mothbeans
24.83206631,44.17085032,1,4,2,mothbeans
25.44689075,58.55363573,1,4,2,mothbeans
31.01274943,62.40392519,1,4,2,mothbeans
27.06179658,52.3003173,1,4,2,mothbeans
27.0956288,42.26206161,1,4,2,mothbeans
28.56800579,57.30636014,1,4,2,mothbeans
28.79929247,49.84213387,1,4,2,mothbeans
27.94293692,45.41393636,1,4,2,mothbeans
30.47757686,61.58245338,1,4,2,mothbeans
30.58139475,50.77148138,1,4,2,mothbeans
26.85911286,41.81420849,1,4,2,mothbeans
26.31051759,61.18749126,1,4,2,mothbeans
28.77833449,44.2252605,1,4,2,mothbeans
28.90245417,43.35365671,1,4,2,mothbeans
29.37687468,57.69622912,1,4,2,mothbeans
24.17093241,58.25204566,1,4,2,mothbeans
26.65333029,59.79023382,1,4,2,mothbeans
28.19912143,53.50567601,1,4,2,mothbeans
28.76488954,52.62741529,1,4,2,mothbeans
29.3499706,61.25353851,1,4,2,mothbeans
28.00937423,52.60950014,1,4,2,mothbeans
26.85851927,48.8246387,1,4,2,mothbeans
31.2123945,40.92604945,1,4,2,mothbeans
24.20422636,61.43378674,1,4,2,mothbeans
29.98835437,49.60384796,1,4,2,mothbeans
29.93964907,54.61813464,1,4,2,mothbeans
31.2119298,41.55934359,1,4,2,mothbeans
26.80474415,48.23991436,1,4,2,mothbeans
31.49398069,62.84916863,1,4,2,mothbeans
30.99694676,46.42693735,1,4,2,mothbeans
29.61253065,63.04749127,1,4,2,mothbeans
29.97604322,57.03184356,1,4,2,mothbeans
30.88883074,52.62696801,1,4,2,mothbeans
30.39321309,60.16299493,1,4,2,mothbeans
30.43683729,55.20522037,1,4,2,mothbeans
25.32688786,63.18180319,1,4,2,mothbeans
30.53684308,59.96664731,1,4,2,mothbeans
30.38257873,40.5926071,1,4,2,mothbeans
24.01825377,53.76623369,1,4,2,mothbeans
28.69841277,61.14754363,1,4,2,mothbeans
29.33743412,49.00323081,1,4,2,mothbeans
27.96583691,61.34900107,1,4,2,mothbeans
24.86803974,48.27531965,1,4,2,mothbeans
